chrom	circRNA_start	circRNA_end	strand	exonCount	exonSizes	exonOffsets	circType	geneName	isoformName	exonIndexOrIntronIndex	FlankingIntrons	CircularJunctionCount_Sample_1	LinearJunctionCount_Sample_1	CircularJunctionCount_Sample_2	LinearJunctionCount_Sample_2	PBI_Sample_1	PBI_Sample_2	deltaPBI(PBI_1-PBI_2)	pValue	FDR
chr6	23270237	23279721	-	5	237,119,162,89,144,	0,2156,6397,7374,9340,	circRNA	Clip4	NM_001013942	9,10,11,12,13	chr6:23267003-23270237|23279721-23291435	1	75	1	223	0.025974025974025976	0.008888888888888889	0.017085137085137085	0.2694576665274101	1.0
chr13	83636127	83660292	-	8	120,94,215,136,114,186,93,62,	0,1833,7309,12660,14957,17628,19277,24103,	circRNA	Dcaf6	NM_001305159	11,12,13,14,15,16,17,18	chr13:83634520-83636127|83660292-83680030	4	18	1	14	0.3076923076923077	0.125	0.1826923076923077	0.2696192379043738	1.0
chr1	140044381	140142798	-	8	189,103,65,24,297,142,143,158,	0,87236,88227,89658,95783,96528,97059,98259,	circRNA	Ntrk3	NM_019248	6,7,8,9,10,11,12,13	chr1:139956356-140044381|140142798-140158159	1	17	3	18	0.10526315789473684	0.25	-0.14473684210526316	0.2696440932402422	1.0
chr4	155716220	155718114	+	4	101,105,82,109,	0,208,1040,1785,	circRNA	Necap1	NM_001029919	2,3,4,5	chr4:155709825-155716220|155718114-155718545	2	12	3	7	0.25	0.46153846153846156	-0.21153846153846156	0.2701363603912322	1.0
chr10	96811459	96821139	+	5	155,130,93,60,80,	0,419,1182,2840,9600,	circRNA	Cep112	NM_001105849	13,14,15,16,17	chr10:96794780-96811459|96821139-96854104	7	17	11	44	0.45161290322580644	0.3333333333333333	0.11827956989247312	0.2705663134267441	1.0
chr7	63716470	63716916	-	2	169,185,	0,261,	circRNA	Xpot	NM_001108102	11,12	chr7:63714718-63716470|63716916-63717892	1	76	1	225	0.02564102564102564	0.00881057268722467	0.01683045295380097	0.27077993556086677	1.0
chr6	124651884	124677509	-	2	219,72,	0,25553,	circRNA	Rps6ka5	NM_001108048	14,15	chr6:124629605-124651884|124677509-124735493	1	33	3	34	0.05714285714285714	0.15	-0.09285714285714286	0.2709876264708569	1.0
chr9	79733523	79735839	+	3	110,97,68,	0,1911,2248,	circRNA	Xrcc5	NM_177419	17,18,19	chr9:79710127-79733523|79735839-79746988	3	51	1	54	0.10526315789473684	0.03571428571428571	0.06954887218045112	0.27124525124099896	1.0
chr1	218727734	218755192	-	8	116,65,150,153,130,114,113,66,	0,4038,5450,6973,9591,20269,24685,27392,	circRNA	Ppp6r3	NM_001287134	12,13,14,15,16,17,18,19	chr1:218725630-218727734|218755192-218758206	2	59	3	184	0.06349206349206349	0.031578947368421054	0.031913116123642435	0.2719160796307184	1.0
chr18	5191057	5194413	-	1	3356,	0,	circRNA	Zfp521	NM_001107403	5	chr18:5158144-5191057|5194413-5285045	1	12	1	3	0.14285714285714285	0.4	-0.2571428571428572	0.2721878224974202	1.0
chr6	98070539	98113376	-	4	427,393,116,129,	0,27347,32188,42708,	circRNA	Kcnh5	NM_133610	5,6,7,8	chr6:97977520-98070539|98113376-98119705	2	39	2	86	0.09302325581395349	0.044444444444444446	0.04857881136950904	0.2722441535870377	1.0
chr1	250810169	250919167	-	3	43,89,79,	0,45222,108919,	circRNA	Sgms1	NM_181386	7,8,9	chr1:250785093-250810169|250919167-250951399	1	43	1	128	0.044444444444444446	0.015384615384615385	0.02905982905982906	0.27268999686781376	1.0
chr16	74696151	74700831	-	2	960,144,	0,4536,	circRNA	Thsd1	NM_001108878	3,4	chr16:74686785-74696151|74700831-74710591	4	0	1	1	1.0	0.6666666666666666	0.33333333333333337	0.27272727272727304	1.0
chr4	38746036	38873762	-	7	116,235,195,213,156,182,249,	0,3705,13397,92775,95549,124765,127477,	circRNA	Thsd7a	NM_001191970	21,22,23,24,25,26,27	chr4:38738692-38746036|38873762-38923114	1	12	1	38	0.14285714285714285	0.05	0.09285714285714285	0.2736465655444568	1.0
chr13	103356834	103362959	+	4	156,198,174,161,	0,1382,3817,5964,	circRNA	Eprs	NM_001024238	26,27,28,29	chr13:103356147-103356834|103362959-103366968	2	12	5	62	0.25	0.1388888888888889	0.1111111111111111	0.2738478933123754	1.0
chr6	3343332	3373066	-	5	48,56,65,91,58,	0,773,2021,11915,29676,	circRNA	Map4k3	NM_133407	28,29,30,31,32	chr6:3340539-3343332|3373066-3444288	2	114	5	139	0.03389830508474576	0.06711409395973154	-0.03321578887498578	0.27703658423337507	1.0
chr13	89107667	89196798	-	8	85,115,68,100,114,132,92,186,	0,56099,57310,62389,63053,68508,86229,88945,	circRNA	Atf6	NM_001107196	2,3,4,5,6,7,8,9	chr13:89058851-89107667|89196798-89211388	1	51	1	149	0.03773584905660377	0.013245033112582781	0.024490815944020992	0.2774243149153498	1.0
chr6	76532880	76545279	-	7	129,156,99,194,153,177,217,	0,2607,3537,4063,6778,11026,12182,	circRNA	Ralgapa1	NM_020083	17,18,19,20,21,22,23	chr6:76520764-76532880|76545279-76549323	4	56	4	105	0.125	0.07079646017699115	0.05420353982300885	0.27745886684915794	1.0
chr8	46716190	46730691	-	6	117,127,257,182,140,150,	0,1801,5675,7271,12703,14351,	circRNA	Tbcel	NM_001014089	2,3,4,5,6,7	chr8:46695078-46716190|46730691-46750614	5	24	4	39	0.29411764705882354	0.1702127659574468	0.12390488110137673	0.27861959292783683	1.0
chr15	41713014	41732463	-	9	45,170,87,86,96,53,30,90,45,	0,992,1511,3449,7282,7493,7635,7844,19404,	circRNA	Kpna3	NM_001014792	8,9,10,11,12,13,14,15,16	chr15:41704791-41713014|41732463-41770036	1	89	3	88	0.02197802197802198	0.06382978723404255	-0.041851765256020565	0.27875010719726057	1.0
chr10	88704114	88708492	-	3	175,90,157,	0,1644,4221,	circRNA	Stat5b	NM_022380	15,16,17	chr10:88701549-88704114|88708492-88712173	1	8	1	26	0.2	0.07142857142857142	0.1285714285714286	0.2788051209103854	1.0
chr6	112684485	112984111	+	9	439,384,204,27,120,382,191,174,120,	0,4970,116027,122429,272943,280188,281975,282962,299506,	circRNA	Nrxn3	NM_053817	8,9,10,11,12,13,14,15,16	chr6:112609544-112684485|112984111-113435526	1	90	3	90	0.021739130434782608	0.0625	-0.04076086956521739	0.2793117374929067	1.0
chr18	301857	306376	-	2	186,189,	0,4330,	circRNA	Mtmr1	NM_001191725	6,7	chr18:300813-301857|306376-307051	1	7	13	30	0.2222222222222222	0.4642857142857143	-0.2420634920634921	0.2795049185338101	1.0
chr8	117332210	117333100	+	2	178,155,	0,735,	circRNA	Qrich1	NM_001134532	5,6	chr8:117325025-117332210|117333100-117334471	4	20	6	54	0.2857142857142857	0.18181818181818182	0.10389610389610388	0.28011239117413494	1.0
chr10	35898837	35901897	-	3	168,117,102,	0,1500,2958,	circRNA	Rufy1	NM_001100727	8,9,10	chr10:35895934-35898837|35901897-35904495	3	68	11	139	0.08108108108108109	0.13664596273291926	-0.05556488165183818	0.2809366442806983	1.0
chr19	29642343	29645344	-	2	155,113,	0,2888,	circRNA	Inpp4b	NM_053917	2,3	chr19:29599642-29642343|29645344-29664469	15	14	13	21	0.6818181818181818	0.5531914893617021	0.12862669245647962	0.2812920543058858	1.0
chr1	229611449	229616057	-	7	115,79,51,135,102,37,207,	0,1202,1636,2414,3482,4136,4401,	circRNA	Zfp91	NM_001169120	3,4,5,6,7,8,9	chr1:229606789-229611449|229616057-229633845	1	91	1	260	0.021505376344086023	0.007633587786259542	0.013871788557826482	0.2815516992710489	1.0
chr6	129621582	129636485	+	11	174,67,82,110,54,112,90,139,73,121,85,	0,1296,6242,8120,8823,10001,10782,10963,12567,13857,14818,	circRNA	Papola	NM_001108056	2,3,4,5,6,7,8,9,10,11,12	chr6:129609286-129621582|129636485-129641474	8	0	13	4	1.0	0.8666666666666667	0.1333333333333333	0.2820418543370981	1.0
chr1	173622900	173624467	+	2	118,99,	0,1468,	circRNA	Tub	NM_013077	9,10	chr1:173622279-173622900|173624467-173624673	1	81	1	231	0.024096385542168676	0.008583690987124463	0.015512694555044212	0.28266738173635153	1.0
chr5	141066189	141084639	-	20	170,120,207,156,174,129,198,156,174,102,102,123,227,232,204,219,108,120,207,242,	0,906,1154,1466,3323,4111,4660,4981,5221,5485,5964,6157,7392,8193,9935,11614,13000,13511,17127,18208,	circRNA	Macf1	NM_001135758	17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36	chr5:141065640-141066189|141084639-141085302	3	153	1	155	0.03773584905660377	0.012738853503184714	0.024996995553419058	0.28284285637678325	1.0
chr18	37047489	37093178	-	3	178,113,166,	0,38741,45523,	circRNA	Ppp2r2b	NR_073588	5,6,7	chr18:37034001-37047489|37093178-37096033	1	102	2	486	0.019230769230769232	0.00816326530612245	0.011067503924646782	0.2833552801308298	1.0
chr5	63949358	63963513	-	4	142,112,117,58,	0,1021,4173,14097,	circRNA	Erp44	NM_001008317	3,4,5,6	chr5:63940222-63949358|63963513-63969205	4	52	5	123	0.13333333333333333	0.07518796992481203	0.058145363408521306	0.2833975767991831	1.0
chr10	57508984	57541484	+	7	129,204,161,120,136,179,132,	0,8695,11047,18564,26304,29144,32368,	circRNA	Rabep1	NM_019124	2,3,4,5,6,7,8	chr10:57462526-57508984|57541484-57549451	9	8	28	14	0.6923076923076923	0.8	-0.10769230769230775	0.28367484788936975	1.0
chr17	5429864	5441885	-	8	107,60,179,115,84,51,44,67,	0,3068,6715,9717,10509,11139,11835,11954,	circRNA	Naa35	NM_133324	10,11,12,13,14,15,16,17	chr17:5421904-5429864|5441885-5449749	2	53	13	645	0.07017543859649122	0.038748137108792845	0.03142730148769838	0.2838853403611772	1.0
chr10	96302920	96433479	-	3	129,112,83,	0,3137,130476,	circRNA	Prkca	NM_001105713	14,15,16	chr10:96266403-96302920|96433479-96581709	3	188	1	192	0.030927835051546393	0.010309278350515464	0.02061855670103093	0.28394220016323357	1.0
chr9	73416479	73447051	+	8	114,78,3732,207,135,62,145,332,	0,2059,13077,17014,17403,20763,27838,30240,	circRNA	Map2	NM_013066	3,4,5,6,7,8,9,10	chr9:73399557-73416479|73447051-73453930	3	143	1	137	0.040268456375838924	0.014388489208633094	0.02587996716720583	0.28456386891190527	1.0
chr8	65528262	65551060	-	2	148,62,	0,22736,	circRNA	Lrrc49	NM_001134469	8,9	chr8:65516450-65528262|65551060-65568774	3	239	1	236	0.024489795918367346	0.008403361344537815	0.01608643457382953	0.2853752851245473	1.0
chr16	55084048	55100518	-	4	48,79,32,154,	0,2530,11925,16316,	circRNA	Micu3	NM_001191892	10,11,12,13	chr16:55077830-55084048|55100518-55131831	3	89	1	82	0.06315789473684211	0.023809523809523808	0.0393483709273183	0.28551092443274906	1.0
chr14	2335282	2337580	-	4	147,66,144,150,	0,1014,1723,2148,	circRNA	Pde6b	NM_001106024	11,12,13,14	chr14:2333784-2335282|2337580-2338951	2	1043	2	2160	0.0038204393505253103	0.0018484288354898336	0.0019720105150354767	0.2860796605205237	1.0
chr15	11866175	11874677	-	5	107,147,88,158,116,	0,2753,4715,6183,8386,	circRNA	Slc4a7	NM_058211	15,16,17,18,19	chr15:11864167-11866175|11874677-11878804	1	143	3	153	0.013793103448275862	0.03773584905660377	-0.02394274560832791	0.28676248037259255	1.0
chr17	60171401	60185019	+	7	81,132,82,86,75,197,65,	0,9356,10569,11577,12714,12929,13553,	circRNA	Mpp7	NM_001100575	4,5,6,7,8,9,10	chr17:60168883-60171401|60185019-60209664	1	14	1	42	0.125	0.045454545454545456	0.07954545454545454	0.2870589682857146	1.0
chr11	53545476	53563559	-	2	90,348,	0,17735,	circRNA	Cd47	NM_019195	7,8	chr11:53532153-53545476|53563559-53575014	1	53	2	252	0.03636363636363636	0.015625	0.020738636363636362	0.2874424009407968	1.0
chr7	25947788	25958086	+	2	609,95,	0,10203,	circRNA	Ric8b	NM_175598	3,4	chr7:25927453-25947788|25958086-25971189	1	37	3	42	0.05128205128205128	0.125	-0.07371794871794872	0.28788457841335313	1.0
chr7	82345245	82352607	+	11	114,7,14,7,2,6,4,2,26,7,60,	0,726,3797,3811,3819,3822,3829,3834,3837,3863,7302,	circRNA	Emc2	NM_001113785	2,3,4,5,6,7,8,9,10,11,12	chr7:82338702-82345245|82352607-82362310	11	39	13	69	0.36065573770491804	0.2736842105263158	0.08697152717860224	0.2879146800980377	1.0
chr6	54522273	54561990	+	13	113,103,90,122,122,102,89,84,139,194,105,138,70,	0,3900,6721,7762,17613,17819,19093,25229,27640,32228,33630,34290,39647,	circRNA	Snx13	NM_001108708	2,3,4,5,6,7,8,9,10,11,12,13,14	chr6:54488284-54522273|54561990-54566967	3	6	3	14	0.5	0.3	0.2	0.2882759701326215	1.0
chr17	53476845	53563999	+	15	101,1341,102,151,140,122,186,135,106,97,84,110,121,114,153,	0,1638,7118,12615,19592,23022,25747,51734,63281,65754,79111,80026,85355,86172,87001,	circRNA	Hecw1	NM_001106117	8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	chr17:53470723-53476845|53563999-53747684	1	9	1	28	0.18181818181818182	0.06666666666666667	0.11515151515151516	0.2883874790164941	1.0
chr17	53476845	53542696	+	10	101,1341,102,151,140,122,186,135,106,97,	0,1638,7118,12615,19592,23022,25747,51734,63281,65754,	circRNA	Hecw1	NM_001106117	8,9,10,11,12,13,14,15,16,17	chr17:53470723-53476845|53542696-53555956	1	9	1	28	0.18181818181818182	0.06666666666666667	0.11515151515151516	0.2883874790164941	1.0
chr15	57788175	57793863	-	6	81,126,93,75,166,62,	0,1533,2607,3699,4354,5626,	circRNA	Cog3	NM_001012157	16,17,18,19,20,21	chr15:57783956-57788175|57793863-57797348	1	55	1	155	0.03508771929824561	0.012738853503184714	0.022348865795060898	0.2887740094132765	1.0
chr1	267378100	267397007	+	11	165,49,150,73,195,82,129,1353,131,124,180,	0,2675,3041,7819,8029,8974,11721,12157,14749,15082,18727,	circRNA	Slk	NM_019349	2,3,4,5,6,7,8,9,10,11,12	chr1:267360124-267378100|267397007-267405677	2	41	7	68	0.08888888888888889	0.17073170731707318	-0.08184281842818429	0.28922913944122364	1.0
chr13	26277462	26280241	+	2	197,126,	0,2653,	circRNA	Phlpp1	NM_021657	5,6	chr13:26173797-26277462|26280241-26303191	3	17	8	24	0.2608695652173913	0.4	-0.13913043478260873	0.2894599308117879	1.0
chr8	64133479	64145423	-	6	54,73,112,64,80,52,	0,5809,6905,8241,9834,11892,	circRNA	Bbs4	NM_001106826	10,11,12,13,14,15	chr8:64130968-64133479|64145423-64154343	7	142	21	298	0.08974358974358974	0.12352941176470589	-0.033785822021116144	0.2895316365643327	1.0
chr3	157028111	157040380	-	3	150,148,518,	0,2395,11751,	circRNA	Chd6	NM_001107797	33,34,35	chr3:157018279-157028111|157040380-157049613	6	16	29	47	0.42857142857142855	0.5523809523809524	-0.12380952380952387	0.2896294558866815	1.0
chr9	93799181	93873401	+	8	148,158,54,81,3,9,9,229,	0,1099,10415,16706,16791,22734,23577,73991,	circRNA	Dis3l2	NM_001172159	2,3,4,5,6,7,8,9	chr9:93767889-93799181|93873401-93933367	26	2	73	2	0.9629629629629629	0.9864864864864865	-0.023523523523523604	0.2904081661447232	1.0
chr5	172949059	172957859	+	3	97,39,107,	0,7185,8693,	circRNA	Gnb1	NM_030987	3,4,5	chr5:172936629-172949059|172957859-172962839	1	164	3	181	0.012048192771084338	0.03208556149732621	-0.02003736872624187	0.29049605433867387	1.0
chr18	15319798	15325412	+	4	90,175,154,94,	0,548,3323,5520,	circRNA	Trappc8	NM_001106160	3,4,5,6	chr18:15311517-15319798|15325412-15327275	3	18	2	30	0.25	0.11764705882352941	0.1323529411764706	0.2907885620591327	1.0
chr19	12652624	12796904	-	5	172,124,83,302,188,	0,38441,49723,60472,144092,	circRNA	Large1	NM_001108439	8,9,10,11,12	chr19:12575979-12652624|12796904-12942558	1	22	4	30	0.08333333333333333	0.21052631578947367	-0.12719298245614036	0.29116728958013	1.0
chr3	46554958	46564806	-	4	113,99,158,195,	0,3247,7631,9653,	circRNA	Pla2r1	NM_001100837	21,22,23,24	chr3:46545162-46554958|46564806-46575963	4	137	8	165	0.05517241379310345	0.08839779005524862	-0.03322537626214517	0.29132220675513115	1.0
chr13	36196882	36205296	+	3	51,38,82,	0,3116,8332,	circRNA	LOC288978	NM_001134500	3,4,5	chr13:36186705-36196882|36205296-36221077	1	8	1	25	0.2	0.07407407407407407	0.12592592592592594	0.29139223256870295	1.0
chr9	121951232	121964731	-	4	215,138,427,168,	0,9757,10684,13331,	circRNA	Clul1	NM_001033071	2,3,4,5	chr9:121946689-121951232|121964731-121969153	1	217	3	240	0.0091324200913242	0.024390243902439025	-0.015257823811114825	0.2915017185932189	1.0
chr2	24740103	24751077	-	7	199,136,46,165,77,78,43,	0,1052,1578,4759,6176,8821,10931,	circRNA	Pde8b	NM_199268	6,7,8,9,10,11,12	chr2:24728098-24740103|24751077-24779701	1	4	1	14	0.3333333333333333	0.125	0.20833333333333331	0.2918660287081316	1.0
chr17	6203225	6211699	-	4	155,69,72,75,	0,3452,8209,8399,	circRNA	Ntrk2	NM_012731	13,14,15,16	chr17:6189453-6203225|6211699-6243366	1	4	1	14	0.3333333333333333	0.125	0.20833333333333331	0.2918660287081316	1.0
chr3	63053908	63058267	-	2	141,90,	0,4269,	circRNA	Pde11a	NM_080893	17,18	chr3:63038716-63053908|63058267-63139749	1	14	1	4	0.125	0.3333333333333333	-0.20833333333333331	0.29186602870813294	1.0
chr16	2138231	2171786	-	11	60,81,60,169,138,141,72,96,63,37,73,	0,282,4026,19879,22518,23742,25063,25440,28226,30146,33482,	circRNA	Slmap	NM_001106060	9,10,11,12,13,14,15,16,17,18,19	chr16:2128403-2138231|2171786-2179093	1	68	3	78	0.02857142857142857	0.07142857142857142	-0.04285714285714286	0.29278816729203205	1.0
chr7	114526983	114540933	-	6	31,118,108,78,141,55,	0,1236,2778,7037,7564,13895,	circRNA	Ptk2	NM_013081	21,22,23,24,25,26	chr7:114523728-114526983|114540933-114550935	1	37	1	104	0.05128205128205128	0.018867924528301886	0.0324141267537494	0.2929121226838379	1.0
chr8	48425992	48426986	+	2	51,124,	0,870,	circRNA	Usp2	NM_053774	3,4	chr8:48413243-48425992|48426986-48427860	3	2	1	3	0.75	0.4	0.35	0.2929292929292926	1.0
chr16	6858155	6860045	+	3	247,89,102,	0,766,1788,	circRNA	Sfmbt1	NM_031647	6,7,8	chr16:6853800-6858155|6860045-6861740	1	11	1	33	0.15384615384615385	0.05714285714285714	0.09670329670329672	0.29363243909959674	1.0
chr13	107198857	107231299	+	7	626,335,123,164,210,203,113,	0,5217,6475,15276,26062,27633,32329,	circRNA	Ush2a	NM_001302219	40,41,42,43,44,45,46	chr13:107186584-107198857|107231299-107252003	1	62	3	72	0.03125	0.07692307692307693	-0.04567307692307693	0.29465761496965565	1.0
chr7	94731161	94744735	-	10	253,66,110,115,155,136,86,100,114,185,	0,1708,2457,2873,3636,6248,8640,10185,12367,13389,	circRNA	Taf2	NM_133319	11,12,13,14,15,16,17,18,19,20	chr7:94727094-94731161|94744735-94746508	1	28	1	79	0.06666666666666667	0.024691358024691357	0.04197530864197531	0.29481775353332795	1.0
chr2	21828581	21879597	-	11	112,108,117,65,169,188,133,110,85,115,113,	0,6346,11418,15212,20434,21169,26257,39836,40960,47949,50903,	circRNA	Msh3	NM_001191957	6,7,8,9,10,11,12,13,14,15,16	chr2:21815141-21828581|21879597-21915464	1	14	1	41	0.125	0.046511627906976744	0.07848837209302326	0.29499523208958506	1.0
chr8	58080221	58097352	-	13	121,131,76,156,83,200,196,90,126,126,226,96,195,	0,1654,1902,3167,3419,5210,6087,8474,9585,11859,13492,15087,16936,	circRNA	Atm	NM_001106821	41,42,43,44,45,46,47,48,49,50,51,52,53	chr8:58079105-58080221|58097352-58098124	4	7	3	13	0.5333333333333333	0.3157894736842105	0.21754385964912282	0.2960036110976736	1.0
chr2	62179006	62193182	+	8	248,192,292,197,120,146,163,206,	0,3210,3843,6684,7300,9456,12890,13970,	circRNA	Zfr	NM_001270972	6,7,8,9,10,11,12,13	chr2:62174499-62179006|62193182-62194502	1	64	1	176	0.030303030303030304	0.011235955056179775	0.01906707524685053	0.29604978123215364	1.0
chr11	89175424	89180448	-	2	101,254,	0,4770,	circRNA	Spidr	NM_001100988	14,15	chr11:89155969-89175424|89180448-89239633	5	5	4	10	0.6666666666666666	0.4444444444444444	0.2222222222222222	0.2964302017072927	1.0
chr17	5582855	5598383	+	6	88,145,154,181,130,132,	0,4970,6610,7657,8605,15396,	circRNA	Agtpbp1	NM_001106100	19,20,21,22,23,24	chr17:5571375-5582855|5598383-5604098	1	177	4	1461	0.0111731843575419	0.005445881552076242	0.005727302805465658	0.29737198673491544	1.0
chr7	1273919	1282112	+	4	168,169,149,226,	0,1395,6289,7967,	circRNA	Pros1	NM_031086	11,12,13,14	chr7:1268470-1273919|1282112-1286843	1	15	3	102	0.11764705882352941	0.05555555555555555	0.06209150326797386	0.29768886530038735	1.0
chr19	34085838	34090378	-	3	184,193,107,	0,3007,4433,	circRNA	Prmt9	NM_001191599	5,6,7	chr19:34081318-34085838|34090378-34091757	1	69	1	188	0.028169014084507043	0.010526315789473684	0.017642698295033357	0.2987694375024057	1.0
chr2	199967513	199971536	-	4	118,176,124,77,	0,405,767,3946,	circRNA	Pde4dip	NM_022382	50,51,52,53	chr2:199937128-199967513|199971536-200003302	1	28	2	131	0.06666666666666667	0.02962962962962963	0.037037037037037035	0.2993181650608206	1.0
chr5	64185942	64215866	-	12	182,81,134,89,178,176,136,239,113,244,713,189,	0,1985,11901,12838,16711,18415,19077,19597,22704,27479,28101,29735,	circRNA	Tex10	NM_001106653	3,4,5,6,7,8,9,10,11,12,13,14	chr5:64181959-64185942|64215866-64218942	3	17	2	26	0.2608695652173913	0.13333333333333333	0.12753623188405797	0.29953361513211696	1.0
chr1	251461619	251485480	+	5	44,239,142,167,225,	0,1890,15487,21036,23636,	circRNA	Pten	NM_031606	4,5,6,7,8	chr1:251455653-251461619|251485480-251487448	2	138	3	392	0.028169014084507043	0.01507537688442211	0.013093637200084933	0.29959479599440636	1.0
chr1	282151346	282155817	-	7	114,105,348,186,117,99,105,	0,453,1285,2099,2474,3929,4366,	circRNA	Eif3a	NM_001047087	9,10,11,12,13,14,15	chr1:282150542-282151346|282155817-282156810	4	77	5	166	0.09411764705882353	0.056818181818181816	0.03729946524064171	0.30041740861670796	1.0
chr5	43659899	43661144	+	2	156,336,	0,909,	circRNA	Epha7	NM_134331	4,5	chr5:43611262-43659899|43661144-43730222	3	16	11	31	0.2727272727272727	0.41509433962264153	-0.14236706689536882	0.3009888579149594	1.0
chr12	36738268	36740184	+	2	204,96,	0,1820,	circRNA	Scarb1	NM_031541	4,5	chr12:36736226-36738268|36740184-36741876	2	199	3	560	0.019704433497536946	0.01060070671378092	0.009103726783756027	0.3023156288487822	1.0
